title,artist,like_cnt,lyrics,release_date
cheaty,Jhunnit,7,"해가 저무는 밤에
모두가 지쳐있는데
우린 어디로 가는지 oh
what you waiting for
tell me the place to go

도시의 소음들이
우리의 그림자를 밟고 헷갈리게 해
I feel good, you feel the same?
ride on the way

we on trip
hands on me
tasty mango jelly dish
sweet cocoa icy glass
we're so cheaty cheaty cheaty

call we'll quit
demonstrate
like a rambo action clip
we're so rude today damn
we're so cheaty so cheaty yeah

헤네시를 때려부은 다음
Wasting all the time
Can't stop playing tonight
형들은 논다고 바빠
i can feel so nice
maybe you'll be mine

DJ, Turn up the music a little louder
Party till the end
Even when the night is over
Gonna idiots we are
Baby, leaning on me more
You make me high

we on trip
hands on me
tasty mango jelly dish
sweet cocoa icy glass
we're so cheaty cheaty cheaty

call we'll quit
demonstrate
like a rambo action clip
we're so rude today damn
we're so cheaty so cheaty yeah",2024.10.21
코끝에 스쳐,황정미,18,"아나봐 수줍어 발그레진 두 볼
어떻게 티가 나 애타던 내 맘
다가와 들릴까 두근대는 소리
어차피 알 텐데 고백해 내 맘

별처럼 반짝여 날 보는 네 눈빛
내 맘에 들어와 비추고 있는 걸
가까워지네 Shine a light 모든 게 기대돼

코끝에 스쳐 다가오는 공기
따뜻하게 너 입 맞추던 밤
Sweetie, Baby, 달콤한 말 간지럽게 들려줘봐
손길을 따라 다가오는 온기
부드럽게 날 안아주면 난
Sweetie, Baby, A lovely night 벗어나기 싫어

시작해 너와 나 새로워진 하루
아침엔 어떨까 더 알고 싶어져

꽃처럼 피어나 널 향한 이끌림
내 맘에 퍼져가 자라고 있는 걸
점점 물들어가 Shine a light 기적과도 같아

코끝에 스쳐 다가오는 공기
따뜻하게 너 입 맞추던 밤
Sweetie, Baby, 달콤한 말 간지럽게 들려줘봐
손길을 따라 다가오는 온기
부드럽게 날 안아주면 난
Sweetie, Baby, A lovely night 벗어나기 싫어

이 밤 가득 채운 저 별들이 떨어져요 Ooh
터질 것 같애 오늘처럼 기억되길
상상해 영원히 함께할 너와 나
It’s shining just for us

코끝에 스쳐 다가오는 공기
따뜻하게 너 입 맞추던 밤
Sweetie, Baby, 달콤한 말 간지럽게 들려줘봐
손길을 따라 다가오는 온기
부드럽게 날 안아주면 난
Sweetie, Baby, A lovely night 벗어나기 싫어",2024.10.21
무슨 사이,이현준,2,"우리 무슨 사인 거야
무슨 사인 거야
말하지 않아도 알아준다 말했던
그러나 매번 넌 다 알지도 못했던
점점 복잡해진 내 맘을
나도 모르겠어

매일 사랑한다 말하는 우린데
말하지 않아도 이미 다 아는데
점점 서로를 잃어가 또
오늘 하루도

이 밤이 가면 찾을 수 있을까
our love 너의 그 맘

우리 사이 이게 뭐야
우리 사이 이게 뭐야
대체 무슨 사인 건데 우리

우리 사이 이게 뭐야
우리 사이 이게 뭐야
대체 무슨 사인 건데 너와 나

똑같은 대화 늘 똑같은 매일매일이
지겨워진 게 아닐까
이 악물고 아니라고 말하는 내 맘이
들키지 않으려 노력하는 맘이 맞는 걸까

매번 느껴보려 노력해도
잊혀져가는 추억들을
다시 꺼내는 게 맞는 걸까

어느새 일상이 돼버린 너
가끔은 친구를 만나 노는 게
새롭게 느껴지더라

말하지 않아도 괜찮아
점점 느껴지잖아
우리 서로가 멀어져 가는 걸 잘 알잖아

이게 진심인 걸까
음음

이 밤 지나면
너와 멀어질까
뭐가 또 두려운 걸까

우리 사이 이게 뭐야
우리 사이 이게 뭐야
대체 무슨 사인 건데 우리

우리 사이 이게 뭐야
우리 사이 이게 뭐야
대체 무슨 사인 건데 너와 나

똑같은 대화 늘 똑같은 매일매일이
지겨워진 게 아닐까
이 악물고 아니라고 말하는 내 맘이
들키지 않으려 노력하는 맘이 맞는 걸까

다시 느껴보려 노력해도
잊혀져가는 추억들을
다시 꺼내는 게 맞는 걸까",2024.10.21
thinking (feat.심윤아),지우 (ZIU),89,"get up in same bed with you

when you cuddle up to me

i feel like i own the world umm

what should i do , drive me crazy

i can't deny it you now i wanna kiss you right now

without you saying anything

before i even think about it , i’m already umm, in love with you

oh oh my hearts beat another thousand times


oh baby, why? you’re with me, not someone else

i pinch my self, i can't believe it

and i’m over the moon once right now

im gonna love you way forever

get up in same bed with you

when you cuddle up to me

i feel like i own the world umm

what should i do? , drive me crazy


Without an obvious words

I wanna care for you more

When i see it in your eyes

We already can get our love

over the moon once right now

Umm im so into you, take me higher

ooh i can't think about it

i can't think about it

ooh i can't think about it

All these things that I only imagined will come true with you

I didn't expect it, umm

I hope I can be with you from now, baby I'll promise, close to me


get up in same bed with you

when you cuddle up to me

i feel like i own the world umm

what should i do , drive me crazy",2024.10.21
CRAZZZY,COMMON GROUND (커먼그라운드),4,"나 미쳐가

네가 떠난 이 도시는 너무도 차가워
거리를 걷다 보면 네 생각에 멈춰서
불빛 아래 홀로 서 있는 내 모습
보고 싶어 네가 그리워 이 밤

I miss you, I need you
이 밤을 헤매고 있어
I miss you, I need you
이 도시를 가득 채워
I miss you, I need you
오늘 밤 난 너와 미쳐
I miss you, I need you
네가 없는 이 밤에

불빛이 반짝이는 이 거리 속에서
너와 함께 했던 순간들이 떠올라
너의 손을 잡고 춤을 추던 그 밤
보고 싶어 네가 그리워 이 밤

I miss you, I need you
이 밤을 헤매고 있어
I miss you, I need you
이 도시를 가득 채워
I miss you, I need you
오늘 밤 난 너와 미쳐
I miss you, I need you
네가 없는 이 밤에

오늘 밤도 난 미쳐
이 도시를 헤매고 있어
어디에 있니, 어디에 있니
네가 없는 이 밤에

I miss you, I need you
이 밤을 헤매고 있어
I miss you, I need you
이 도시를 가득 채워
I miss you, I need you
오늘 밤 난 너와 미쳐
I miss you, I need you
네가 없는 이 밤에",2024.10.21
About You,Music mole,2,"Levitating in my room, thinking mostly about you
My only company's the moon
The moon ah we're not together forever in love
We're not together forever in love
We're not together forever in love
We're not together forever in love
We're not together forever in love
We' re not together forever in love We're not

Levitating in my room thinking mostly about you
My only company's the moon
The moon ah we're not together forever in love
We're not together forever in love.
We're not together forever in love
We're not together forever in love
We're not together forever in love
We' re not together forever in love We're not",2024.10.21
Overnight,최슬우,34,"아직도 난 잘 모르겠어
우리가 무슨 사이인지 난 헷갈려도
있잖아 아니 나 아무래도
너를 좋아하고 있는 것만 같은데
아침에 일어나면 너 생각으로 하루를 시작하지만
내 맘도 I don`t know
친구도 못하고 멈춰버려서
내 마음속에 숨긴 감정이 너에게 닿을까?
이미 눈치를 챘었나?
동현 형처럼 Vancouver는 아니어도
네가 있는 곳 어디든 갈 수 있는데
너 앞에선 말도 잘 못하지만
너에게 용기를 내려고 해 오늘만
그때 날 안아줘 나의 눈을 바라봐 줘
난 Overnight 또 Overnight
비밀이지만 밤새 널 생각해
난 친구들과 웃지만
너를 볼 땐 세상이 멈춘 듯해
이젠 날 안아줘 나의 눈을 바라봐 줘
난 Overnight 또 Overnight
설레서 잠이 안 오나 봐
바보같이 말도 못 전한다면
이렇게 평생 친구 사이일 텐데
이제는 말을 해야겠어
다른 여자를 봐도 너 같은 여자가
내 주위에는 없더라고
나 실은 너 좋...
너 앞에선 말도 잘 못하지만
너에게 용기를 내려고 해 오늘만
그때 날 안아줘 나의 눈을 바라봐 줘
난 overnight 또 overnight
비밀이지만 밤새 널 생각해
난 친구들과 웃지만
너를 볼 땐 세상이 멈춘 듯해
이젠 날 안아줘 나의 눈을 바라봐 줘
난 overnight 또 overnight
설레서 잠이 안 오나 봐",2024.10.21
Swimming you,Oen,8,"음 있잖아 난 말야
시도때도 없이 너가 떠올라 yeah
하루종일 난 네 생각속에 빠져
헤엄치고있어
How can i get out?

later in the night 나는 하염없이 수영중
I'm Swaying now 딱히 싫지만은 않은걸
네 미소에 네 향기에 네 모든순간에
I'm getting deeper into you

Oh swimming you 난 오늘도
Oh swimming you 밤새도록
I'm Swimming you
매일매일 난 네안에서 Swimming 중

오 사실은 난 말야
자꾸자꾸 너가 계속 생각나 yeah
오늘도 난 네 생각속에 푹 잠겨
허우적대는중
How can i get out?

later in the night 나는 하염없이 수영해
Don't sway me 깨어나고싶진 않은걸
네 눈빛에 네 말투에 네 모든순간에
I'm getting deeper into you

Oh swimming you 난 오늘도
Oh swimming you 밤새도록
I'm Swimming you
매일매일 난 네안에서 Swimming 중",2024.10.21
STILL,Jade Plain,0,"Still falling down
Cause of love
Thinking back to when we loved each other like fire
When it‘s time to die
I will sacrifice for you
I just wanna see with you
너는 안에 없어도 내 사랑을 말아 더 불러
Am I strange?
점점 조여와 나에게서 더 멀리
못난 손톱만 망가져가 더 짧지
Jump into the freeway
Yeah make it to the 혼자만의 고민
That’s right 불규칙해 또 내 수면위에
날아간 뒤 배불리피지 더 담배는
I know but 저버리지 기회는
털어내기 싫어 만든 칼에는
다 베어버린 관계와 또 something
기대했던 New anniversary
Am I strange? Cause I’m not like you?
Lost everything because of you
You were taking away my life
So I died once more
Please get out of my life
You’ve come twice like the wind
So Back then, I believed it was faith
The Memories lock me up
I cant get out of you
I know you drained me
But Im the man a fool
Still falling down
Cause of love
Thinking back to when we loved each other like fire
When it‘s time to die
I will sacrifice for you
I just wanna see with you
너는 안에 없어도 내 사랑을 말아 더 불러
Am I strange?
점점 조여와 나에게서 더 멀리
못난 손톱만 망가져가 더 짧지",2024.10.21
PRETEND.,카르타(CarTa),4,"I don't wanna play it cool with you
It's hard to tell if it's not lyrics uh
I wrote it down that's all can i do
It's all about that you and i

Maybe was it 7 years ago
The long hairs wear the dress white one
that i‘ve ever seen, it's wonderful
I can't get out it in my head

Remember the day we call
You told me about your wounds
I saw that you're in the fear
I realized that i have to do

Remember the word i said
I don't wanna break i tell
But when it comes like this moment

How can i pretend to
It always happen like this
But i ask why only for me
I'm just pretender,
Don't you remember
December last year
Sometimes i recall

Day by day, i knew that
너가 뭘 원하는지도
매번 이런 상황속에 날 맞춰 나가
익숙해졌는지도
다 거짓말 같이 네가
내게로 다가온 상상
수백번도 더 했었어
But i realize that i have to do

Remember that we're in stabucks
I can't believe what i did ,though
내가 뭘했는지도 모른채
지나간 날들 속에서
Remember the word i said
I don't wanna break i tell
But when it comes like this moment

How can i pretend to
It always happen like this
But i ask why only for me
I'm just pretender,
Don't you remember
December last year
Sometimes i recall

who’s gonna blame you
who’s gonna blame me
I don’t wanna harm you
you don’t wanna harm me
of course I know, oh sure, I know
I’ll be your flower, but you’re already a flower

I do really love you
I do really hate you
이 모든 게 다 내 진심이란걸
so much painful than I thought, forget it
say ma name then I turn back, tell me how

It always happen like this
But i ask why only for me
I'm just pretender,
Don't you remember
December last year
Sometimes i recall",2024.10.21
BOY (Acoustic Ver.),Keylight,1,"I can’t even lie to you
Baby when i’m with you
I don’t need to lie to you
Cause’ you give me all the trust,trust
Baby only you
You're the only light in my life
Baby It’s you
You're the only one who leads my life

If I ain’t got you it means nothing to me baby
Be my girl like the lyrics of that famous love song
Yeah There's no more wandering for me
I've been waiting so long to see you it’s so long
I used to draw you while I was looking at the sun and moon
Baby if you want to see me, of course I'll be there soon
Sometimes life's so hard, like walking on a sand dune
But I'm sure I can get through with you

I can’t even lie to you
Baby when i’m with you
I don’t need to lie to you
Cause’ you give me all the trust,trust
Baby only you
You're the only light in my life
Baby It’s you
You're the only one who leads my life",2024.10.21
